Gene	AHQ-14	AUSA004	CGMCC14177	CYLB561	DMDL9010	DSM20174	FNZ042	G2	HOM2217	IS-10506	KCKM0597	LP06	LP140	LP45	Lap	Lrld-22	MSJK0048	MY04	NCU116	OBM7	P9	RS20D	ST	SYBC-SM3	TCI837	UNQLp11	V2	YY-112	ZY-1
TrkH family potassium uptake protein (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
cell division protein SepF (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
competence protein CoiA (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
uracil-xanthine permease family protein (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
XkdX family protein (product)	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0
tape measure domain-containing protein (product)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tail assembly chaperone (product)	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1
DUF6731 family protein (product)	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
phage antirepressor KilAC domain-containing protein (product)	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	2	0	1	1	0	0	0	0	0	1	0	1
replication protein DnaD (product)	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
recombinase RecT (product)	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0
recombination system host exonuclease inhibitor (product)	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	0
DUF2513 domain-containing protein (product)	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0
Ltp family lipoprotein (product)	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
SIR2 family protein (product)	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Panacea domain-containing protein (product)	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
terminase large subunit (product)	0	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0
HNH endonuclease signature motif containing protein (product)	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0
bifunctional DNA primase/polymerase (product)	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1
polyketide cyclase (product)	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0
DUF6287 domain-containing protein (product)	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1
phosphoketolase (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0
alpha/beta hydrolase family protein (product)	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0
purL	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NADPH-dependent oxidoreductase (product)	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	0	0
eis	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0
YeiH family protein (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
N-acetyltransferase (product)	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0
phosphotransferase (product)	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
TVP38/TMEM64 family protein (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
SRPBCC family protein (product)	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
aldo/keto reductase family oxidoreductase (product)	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0
glucosaminidase domain-containing protein (product)	0	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0
reverse transcriptase family protein (product)	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
DUF1643 domain-containing protein (product)	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0
Mor transcription activator family protein (product)	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
DUF87 domain-containing protein (product)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dptG	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
dptF	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
YhgE/Pip family protein (product)	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1
DUF4260 family protein (product)	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1
foldase (product)	0	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1
ParA family protein (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
NupC/NupG family nucleoside CNT transporter (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
PTS fructose transporter subunit IIB (product)	0	1	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0
transcription antiterminator (product)	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
endonuclease III domain-containing protein (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0
DUF488 domain-containing protein (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
co-chaperone YbbN (product)	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0
M13 family metallopeptidase (product)	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
AarF/ABC1/UbiB kinase family protein (product)	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0
N-acetylglucosamine kinase (product)	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
PTS galactitol transporter subunit IIC (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
xylulokinase (product)	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
catalase (product)	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
2-keto-4-pentenoate hydratase (product)	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FusB/FusC family EF-G-binding protein (product)	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	2	1	0	0
threonine/serine ThrE exporter family protein (product)	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
elongation factor G (product)	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
ArsR/SmtB family transcription factor (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
CynX/NimT family MFS transporter (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
energy-coupling factor transporter transmembrane component T family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
endo-beta-N-acetylglucosaminidase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0
fluoride efflux transporter FluC (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
trans-sulfuration enzyme family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
glucose PTS transporter subunit IIA (product)	0	0	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1
lectin-like domain-containing protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0
RrF2 family transcriptional regulator (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
acetyl-CoA carboxylase biotin carboxyl carrier protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
dihydrolipoyl dehydrogenase family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
IS30-like element ISLpl1 family transposase (product)	0	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	2	0	0	1
tRNA dihydrouridine synthase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
FtsB family cell division protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
PhnE/PtxC family ABC transporter permease (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
hpf	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
gluconeogenesis factor YvcK family protein (product)	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
type I restriction-modification system subunit M (product)	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1
metal ABC transporter solute-binding protein%2C Zn/Mn family (product)	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
serine aminopeptidase domain-containing protein (product)	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0
glycosyl transferase family 1 (product)	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0
tRNA (mnm(5)s(2)U34)-methyltransferase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
LytR/AlgR family response regulator transcription factor (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
bifunctional glycosyltransferase family 2/GtrA family protein (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TetR/AcrR family transcriptional regulator C-terminal domain-containing protein (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bax inhibitor-1 family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
class I SAM-dependent DNA methyltransferase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
TrmH family RNA methyltransferase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
LiaF transmembrane domain-containing protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0
peptidoglycan D%2CD-transpeptidase FtsI family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
M24 family metallopeptidase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
mucin-binding protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0
anthranilate synthase component II (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
4'-phosphopantetheinyl transferase family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
diacylglycerol/lipid kinase family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
THUMP domain-containing class I SAM-dependent RNA methyltransferase (product)	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
chloramphenicol acetyltransferase (product)	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0
DUF1642 domain-containing protein (product)	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0
bactofencin A family cationic bacteriocin (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AbiH family protein (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
class II lanthipeptide%2C LchA2/BrtA2 family (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
plantaricin C family lantibiotic (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
peptidase domain-containing ABC transporter (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lanthionine synthetase LanC family protein (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4135 domain-containing protein (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S8 family peptidase (product)	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
transposase (product)	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1
DUF5937 family protein (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG domain-containing protein (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
segregation and condensation protein A (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
tRNA (adenine(22)-N(1))-methyltransferase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
YczE/YyaS/YitT family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
RelA/SpoT family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
L7Ae/L30e/S12e/Gadd45 family ribosomal protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
rnpM	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
lysophospholipid acyltransferase family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
beta strand repeat-containing protein (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
phage distal tail protein (product)	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
winged helix-turn-helix domain-containing protein (product)	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0
ComEC/Rec2 family competence protein (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnjA	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
antibiotic biosynthesis monooxygenase (product)	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
bifunctional metallophosphatase/5'-nucleotidase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
sugar phosphate isomerase/epimerase family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
yfmH	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
yfmF	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC (product)	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
homoserine O-acetyltransferase/O-succinyltransferase family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
cation:dicarboxylate symporter family transporter (product)	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
YagU family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
quinone oxidoreductase family protein (product)	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
FecCD family ABC transporter permease (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0
Dps family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
helicase HerA domain-containing protein (product)	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
serine/threonine protein kinase (product)	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
guaB	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
phytoene desaturase family protein (product)	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
trhA	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
bifunctional folylpolyglutamate synthase/dihydrofolate synthase (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
IS256-like element IS1310 family transposase (product)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
DUF2201 family putative metallopeptidase (product)	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0
ABC1 kinase family protein (product)	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
Fic/DOC family protein (product)	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
rbsU	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
rbsR	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0
tnpA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
molybdenum cofactor biosynthesis protein MoaE (product)	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
MoaD/ThiS family protein (product)	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
moaA	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
nitrate/nitrite transporter (product)	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response regulator (product)	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
molybdenum cofactor guanylyltransferase (product)	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
moaC	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
mobB	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
molybdopterin molybdotransferase MoeA (product)	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
MogA/MoaB family molybdenum cofactor biosynthesis protein (product)	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
HesA/MoeB/ThiF family protein (product)	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
nitrate reductase subunit alpha (product)	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
narH	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
narJ	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
narI	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0
phage head morphogenesis protein (product)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phage scaffolding protein (product)	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
IS5 family transposase (product)	0	0	0	2	1	0	0	0	0	0	0	2	1	1	0	1	3	1	0	0	0	1	0	0	0	2	0	0	1
DNA-binding response regulator (product)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
collagen-like protein (product)	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	1
DUF2758 domain-containing protein (product)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4041 domain-containing protein (product)	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUF5067 domain-containing protein (product)	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1
DUF6978 family protein (product)	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF927 domain-containing protein (product)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Na+/H+ antiporter NhaC family protein (product)	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LysM peptidoglycan-binding domain-containing C40 family peptidase (product)	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1
putative frv operon regulatory protein (product)	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0
PTS fructose-like transporter subunit IIBC (product)	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0
PTS fructose transporter subunit IIA (product)	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0
L-rhamnose isomerase (product)	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0
class II aldolase/adducin family protein (product)	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0
iolE	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0
iolG	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0
heme-degrading domain-containing protein (product)	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0
rihA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0
substrate-binding domain-containing protein (product)	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0
